公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣後龍鎮),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣後龍鎮,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.建議需有一年以上從事相關照護長者之工作經驗，因為此工作為派至照顧者家中獨立服務;若無相關照護經驗亦想從事長照工作，建議可考慮至本中心擔任照顧服務員，以累積足夠照顧經驗。
3.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,ltc000019@tzuchi.org.tw,https://www.104.com.tw/job/6jxsc?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣西湖鄉),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣西湖鄉,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,0966628339,https://www.104.com.tw/job/6jxsh?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣公館鄉),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣公館鄉,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.建議需有一年以上從事相關照護長者之工作經驗，因為此工作為派至照顧者家中獨立服務;若無相關照護經驗亦想從事長照工作，建議可考慮至本中心擔任照顧服務員，以累積足夠照顧經驗。
3.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,0966628339,https://www.104.com.tw/job/6jxsi?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣銅鑼鄉),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣銅鑼鄉,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.建議需有一年以上從事相關照護長者之工作經驗，因為此工作為派至照顧者家中獨立服務;若無相關照護經驗亦想從事長照工作，建議可考慮至本中心擔任照顧服務員，以累積足夠照顧經驗。
3.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,ltc000019@tzuchi.org.tw,https://www.104.com.tw/job/6jxsl?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-個案管理師(工作地點:苗栗縣苗栗市),"1.護理、社工、老照、公衛、銀髮..等相關科系畢業，具護理師、社工師、居服員證照佳
2.具醫療機構護理工作經驗滿一年以上或具長照顧機構工作經驗滿一年以上
3.認同慈濟精神與人本醫療之理念","['專科護理師', '社工人員', '物理治療師']","月薪35,000~40,000元",全職,苗栗縣苗栗市,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,1~2人,['上班族'],1年以上,專科以上,護理助產相關、社會學相關、復健醫學相關,不拘,不拘,不拘,,"◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",蔡高專,0966628339,https://www.104.com.tw/job/6jxta?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-個案管理師(工作地點:苗栗縣三義鄉),"1.護理、社工、老照、公衛、銀髮..等相關科系畢業，具護理師、社工師、居服員證照佳
2.具醫療機構護理工作經驗滿一年以上或具長照顧機構工作經驗滿一年以上
3.認同慈濟精神與人本醫療之理念","['專科護理師', '社工人員', '物理治療師']","月薪35,000~40,000元",全職,苗栗縣三義鄉,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1~2人,['上班族'],1年以上,專科以上,護理助產相關、社會學相關、復健醫學相關,不拘,不拘,不拘,,"◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",蔡高專,0966628339,https://www.104.com.tw/job/6jxtn?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-個案管理師(工作地點:苗栗縣竹南鎮),"1.護理、社工、老照、公衛、銀髮..等相關科系畢業，具護理師、社工師、居服員證照佳
2.具醫療機構護理工作經驗滿一年以上或具長照顧機構工作經驗滿一年以上
3.認同慈濟精神與人本醫療之理念","['專科護理師', '社工人員', '物理治療師']","月薪35,000~40,000元",全職,苗栗縣竹南鎮,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,1~2人,['上班族'],1年以上,專科以上,護理助產相關、社會學相關、復健醫學相關,不拘,不拘,不拘,,"◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",蔡高專,0966628339,https://www.104.com.tw/job/6jxtr?jobsource=jolist_a_relevance
財團法人伊甸社會福利基金會,治療師-東港早療中心,"1.提供早療中心、社區復建、日照中心之評估及諮詢服務。
2.協助老師完成撰寫個別化服務計劃。
3.支持老師並提供教育訓練。
4.配合專業團隊出差離島及偏鄉服務。
5.其他主管交辦事項。","['物理治療師', '語言治療師', '職能治療師']","月薪34,000~40,000元",全職,屏東縣東港鎮中正路一段10-1號,不需負擔管理責任,需外派，一年累積時間未定,日班，0830-1730,依公司規定,一個月內,1人,['上班族'],不拘,專科,復健醫學相關,不拘,不拘,不拘,"1.具高考治療師證照
2.一年以上相關工作經驗者尤佳","◆保險類
	*員工團保(住院醫療、癌症醫療)
◆休假類
        *員工旅遊假
        *教育訓練假
◆補助類
	*婚喪喜慶補助
        *教育訓練費用補助
◆其他：
        *本會比照勞動相關法令辦理",林巧雯,dep151@eden.org.tw,https://www.104.com.tw/job/6kwjc?jobsource=jolist_a_relevance
財團法人華山社會福利慈善事業基金會,佳冬鄉社區服務員(含社工服務及活動企劃),"◤快樂服務人◥
您，期望回饋鄉里
您，渴望關懷弱勢
您，熱愛多元學習
一份助人利己的工作
一個實現自我的契機
歡迎加入華山服務的行列

【工作內容】
1. 推展老人到宅服務方案，招募組訓義工，服務失能、失依、失智長輩。
2. 結合本鄉本土愛心，照顧本鄉本土長輩，凝聚社會資源。
3. 站務行政管理。

【經驗傳承】
透過母雞帶小雞的輔導員制度，激勵、支持、分享、傳承、凝聚向心力，幫助沒有社工經驗或背景，在三個月內熟悉工作。

【福利健全】
提供健全的薪資福利制度，讓您無後顧之憂的專心工作、發揮所長；並鼓勵進修，提供公假與補助。","['活動企劃人員', '國內業務人員', '行銷企劃人員']","月薪31,000~42,000元",全職,屏東縣佳冬鄉,不需負擔管理責任,需出差，一年累積時間未定,日班，08:00~17:30,週休二日,不限,1人,"['上班族', '夜間就讀中', '外籍人士', '原住民', '二度就業']",1年以上,專科、大學、碩士,不拘,不拘,Excel、Outlook、PowerPoint、Word,不拘,※資格符合方通知面談,"◆ 獎金/禮劵類 
1.工作考核獎金：端午、中秋、年終
2.激勵獎金(社區服務員/活動企劃人員) 
3.端午.中秋.聖誕禮劵.開工紅包 

◆ 保險類 
1.勞保.健保.員工團保 
2.意外險.旅平險 
3.職災保險 

◆ 休閒類 
1.伙伴小群 
2.慶生會 
3.員工聯歡活動 

◆ 制度類 
1.完整的職涯規劃與訓練 
2.順暢的升遷管道 
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會) 
4.成立員工福委會照顧員工 

◆ 設備類 
1.員工宿舍(出差借用) 
2.員工餐廳(伙食團) 
3.圖書館(智庫) 

◆ 請/休假制度 
1.週休二日(8:00-17:30 中午休息1.5H)  
2.其它假別依勞基法規定不另說明 

◆ 福利類 
1.結婚禮金 
2.生育津貼 
3.喪葬補助 
4.重大傷病慰問 
5.急難救助 
6.員工與子女教育或進修補助 
7.育兒奶粉尿布補助 
8.旅遊補助 
9.退職金提撥 (賢能久任離職金) 
10.健康檢查補助 

◆ 其他 
員工貸款 (無息購車貸款)",黃小姐,無,https://www.104.com.tw/job/5r61u?jobsource=jolist_a_relevance
財團法人高雄市私立寶光建德社會福利慈善事業基金會附設高雄市私立彌勒家園老人長期照顧中心(養護型),社工,"1. 負責接待來賓
2. 接洽入住個案與處理緊急事件
3. 個案管理、資料建檔、環境適應及心理輔導
4. 建立社工作業標準與流程
5. 住民入住前會談及進行初步評估
6. 協助住民入住前心理調適並建立正確觀念
7. 協同護理人員共同完成與住民定型化契約簽訂，並向家屬及住民解釋中心相關規定
8. 參與住民照護研討，共同擬定整體性照護計劃
9. 與住民家屬建立良好關係
10. 定期發行活動刊物及活動邀約，並將個案管理成果定期發表或公佈
11. 志工管理
12. 社會資源運用、申請",['社工人員'],"月薪33,000~40,000元",全職,高雄市六龜區新威175之6號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,"['上班族', '應屆畢業生', '夜間就讀中', '原住民', '二度就業']",不拘,專科以上,社會學相關,台語 -- 略懂,中文打字20以下,不拘,需社工系畢業,"獎 金 福 利： 端午獎金、年中獎金、中秋獎金、年終獎金
休 假 福 利： 特休假
保 險 福 利： 勞保、健保、勞退金提撥、年度健康檢查
訓 練 發 展： 員工在職教育訓練
補 助 福 利：免費流感疫苗注射
其 他 福 利：員工不定期聚餐、員工旅遊",李小姐,mini610524@gmail.com,https://www.104.com.tw/job/5iydb?jobsource=jolist_a_relevance
財團法人伊甸社會福利基金會,教保員-汐止秀峰家園,"1.住民家務指導及居家生活暨緊急應變指導
2.人際互動技巧指導與關懷生活狀況
3.衛教與就醫，及個人衛生習慣養成與生活綜合指導
4.藥物使用指導
5.協助擬定並執行個案生活服務計畫及撰寫服務紀錄
6.主管交辦事務","['教保員', '照顧服務員']","月薪28,000~34,000元",全職,新北市汐止區秀峰路138巷25~31號,不需負擔管理責任,無需出差外派,日班/晚班，0700-1600/1000-1900/1300-2200，需輪班,依公司規定,一個月內,1人,"['上班族', '應屆畢業生', '日間就讀中']",不拘,高中以上,社會學相關、兒童保育相關,不拘,不拘,不拘,基本Office系統作業能力,"◆保險類
	*員工團保(住院醫療、癌症醫療)
◆休假類
        *員工旅遊假
        *教育訓練假
◆補助類
	*婚喪喜慶補助
        *教育訓練費用補助
◆其他：
        *本會比照勞動相關法令辦理",簡仲君,eden8857@eden.org.tw,https://www.104.com.tw/job/5ktn3?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣竹南鎮),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣竹南鎮,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,0966628339,https://www.104.com.tw/job/6jxsb?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣後龍鎮),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣後龍鎮,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.建議需有一年以上從事相關照護長者之工作經驗，因為此工作為派至照顧者家中獨立服務;若無相關照護經驗亦想從事長照工作，建議可考慮至本中心擔任照顧服務員，以累積足夠照顧經驗。
3.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,ltc000019@tzuchi.org.tw,https://www.104.com.tw/job/6jxsc?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣西湖鄉),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣西湖鄉,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,0966628339,https://www.104.com.tw/job/6jxsh?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣公館鄉),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣公館鄉,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.建議需有一年以上從事相關照護長者之工作經驗，因為此工作為派至照顧者家中獨立服務;若無相關照護經驗亦想從事長照工作，建議可考慮至本中心擔任照顧服務員，以累積足夠照顧經驗。
3.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,0966628339,https://www.104.com.tw/job/6jxsi?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-居家照顧服務員(工作地點:苗栗縣銅鑼鄉),"1.居家照顧服務老人或身心障礙者。
2.協助照顧長者翻身拍背、生活起居、身體清潔等。
3.協助準備餐食，協助照顧者用餐。
4.環境清潔及其他住顧者事宜。",['照顧服務員'],時薪200元,全職,苗栗縣銅鑼鄉,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1~3人,['上班族'],不拘,高中以上,不拘,不拘,不拘,不拘,"1.具照顧服務員結訓證書、照顧服務員技術士或長照、護理等相關科系畢業者。
2.建議需有一年以上從事相關照護長者之工作經驗，因為此工作為派至照顧者家中獨立服務;若無相關照護經驗亦想從事長照工作，建議可考慮至本中心擔任照顧服務員，以累積足夠照顧經驗。
3.自備交通工具(機車可)。","◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",呂小姐,ltc000019@tzuchi.org.tw,https://www.104.com.tw/job/6jxsl?jobsource=jolist_a_relevance
財團法人中華民國佛教慈濟慈善事業基金會,長照-個案管理師(工作地點:苗栗縣苗栗市),"1.護理、社工、老照、公衛、銀髮..等相關科系畢業，具護理師、社工師、居服員證照佳
2.具醫療機構護理工作經驗滿一年以上或具長照顧機構工作經驗滿一年以上
3.認同慈濟精神與人本醫療之理念","['專科護理師', '社工人員', '物理治療師']","月薪35,000~40,000元",全職,苗栗縣苗栗市,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,1~2人,['上班族'],1年以上,專科以上,護理助產相關、社會學相關、復健醫學相關,不拘,不拘,不拘,,"◆ 獎金/禮品類 
1.年終獎金 
2.端午節及中秋節獎金
◆ 制度類 
1.證照加給
2.退休金與退休禮品
◆ 設備類 
1.員工宿舍 （花蓮）
2.員工餐廳
3.員工夏、冬季制服
◆ 請/休假制度 
1.週休二日（依據工作特性變更休假時間） 
2.特別休假 
3.產假/產檢假/陪產假 
4.女性同仁生理假 
5.育嬰假 
6.家庭照顧假 
7.內政部所定應放假之紀念日、節日、勞動節等假日 
8.公傷假
◆ 其他 
1.一般健康檢查(視年齡每年或每二年一次)、警覺型健康檢查(視年齡每三年一次)
2.國外出差旅平險
3.國內、國外出差可依規定報差旅費、誤餐費、住宿費及雜費等。
4.同仁及其父母、子女與配偶享有慈濟醫院醫療優惠 
5.同仁享有靜思人文產品優惠
◆ 補助類 
1.婚、喪禮金 
2.派外教育訓練補助 
3.子女就讀慈濟大愛幼兒園、慈小及慈中教育補助費",蔡高專,0966628339,https://www.104.com.tw/job/6jxta?jobsource=jolist_a_relevance
