公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
中華民國婦幼關懷成長協會,英語教學老師,"1.線上偏鄉遠距英語教學
2.規劃教案課程備課
3.規劃營隊品格教學活動及執行
4.輔導經濟及學習資源缺乏之弱勢學童
5.希望對弱勢學童有負擔及責任感強的老師投遞履歷","['語文補習班老師', '升學補習班老師']","月薪26,000~30,000元",全職,台中市北區中清路1段89號13樓之1,不需負擔管理責任,無需出差外派,日班/晚班，11:00~20:00,週休二日,可年後上班,1人,"['上班族', '應屆畢業生']",1年以上,專科、大學,英美語文相關、綜合教育相關、社會學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,文書處理軟體操作、電子試算表軟體操作、簡報軟體操作,無,"◆ 保險類
	1.勞保
	2.健保
◆ 休閒類
	1.部門聚餐
	2.慶生會
◆ 請 / 休假制度
	1.特休/年假",廖小姐,dn8459@gmail.com,https://www.104.com.tw/job/348ur?jobsource=2018indexpoc
中華兩岸連鎖經營協會,董事長室特別助理,"1.研擬營運計劃及年度專案規劃。
2.推動各部門中、長期經營策略規劃，完成全公司中、長期企劃案，以確保公司經營穩定成長。
3.執行與追蹤各項營運績效管理目標。
4.預估各專案成本，並擬定預算。
5.管控各專案進度，確保各專案符合時程規劃。
6.管控各專案的品質。
7.協助專案的規劃、執行與追蹤檢討。
8.進行跨部門溝通協調，以利專案之執行。
9.協助高階主管進行公司內部管理稽核事項。
10.協助高階主管進行跨部門的溝通協調與會議召集。
11.負責公司經營策略分析、整合規劃、推動與執行。
12.協助經營團隊執行公司之決議事項及各項專案。
13.尋找公司未來發展之新事業。","['經營管理主管', '專案管理主管', '主管特別助理']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,上海市,管理人數未定,需出差，一年累積時間未定,日班,依公司規定,不限,1人,['上班族'],10年以上,大學以上,不拘,不拘,不拘,不拘,無,"◆ 保險類
	1.勞保
	2.健保
國定假日",李小姐,無,https://www.104.com.tw/job/4bqge?jobsource=2018indexpoc
社團法人彰化縣自閉症肯納家長協會附設肯納兒烘焙坊,業務行銷人員(彰化縣彰化市),"■定期契約自即日起至109年12月31日
1.規劃及執行每季行銷策略和計畫，並參與行銷展售活動，以提升烘焙坊形象及產品競爭力。
2.店面經營、訂單接洽與生產量控管。
3.客戶關係的維護、業務拓展與拜訪、顧客抱怨及問題反應處理
4.定期與主管做業績、績效檢討，回報進度。
5.完成主管交辦事項。","['國內業務人員', '產品行銷人員', '行銷企劃人員']","月薪32,480元",全職,彰化縣彰化市陳稜路209號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，08:00~17:30，排班制,依公司規定,一個月內,1人,"['上班族', '應屆畢業生']",1年以上,大學,市場行銷相關、企業管理相關,台語 -- 略懂,Excel、PowerPoint、Word,行銷製作物規劃與執行、品牌行銷管理、實體活動規劃與執行、行銷策略擬定、產品開發預算與成本控管、顧客關係管理、市場調查企劃與執行、市場調查資料分析與報告撰寫、廣告企劃案╱文案撰寫,"符合下列資格之一者遴用
1.大學校院企業管理或行銷相關科系所畢業。
2.具備企業管理或行銷相關工作 2 年以上經驗。
*請提供畢業證書或相關工作證明，需審查是否符合資格，若無法提供相關證明文件，則無法安排面試。
*工作證明上需有標註工作職稱、工作內容(需企業管理或行銷相關)、工作年資，以及該公司印章以玆證明。

休假制度：依當月紅字天數排休，週日固定公休",無,蔡小姐,無,https://www.104.com.tw/job/6vtk3?jobsource=2018indexpoc
社團法人中華基督教今日傳媒發展協會,新聞記者(台南),"我們需要的是具有下述專業能力，並且對本工作有高度熱忱之人才，若您符合以下要件，歡迎您主動依本會規定方式應徵---

1.新聞與活動採訪策劃，執行深度報導與採訪 
2.觀察、訪問或調查、蒐集有關基督教教會活動消息，並注意發掘具有新聞價值之新聞
3.撰寫報導，並提交編輯部處理後發表
4.文字撰寫能力強、對新聞工作有熱情，有報紙採訪等相關經驗 
5.具備基本文案提案及攝影能力者 
6.具平面新聞媒體及雜誌出版業採訪記者職務1年以上工作經驗者 
7.錄取後需至台北受訓1~3個月",['記者／採編'],"月薪26,000~36,000元",全職,台南市東區70152台灣台南市東區大同路二段615號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,依公司規定,一個月內,1人,"['上班族', '原住民', '二度就業']",1年以上,專科以上,大眾傳播學科類,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、PowerPoint、Word、中文打字75~100、英文打字20~50、PhotoImpact,不拘,熟悉基督教信仰與教會生態，對福音傳播有負擔者較佳。,"一、保險
1.勞保/健保
2.團體保險:壽險、意外險、醫療險、職業災害
二、婚喪喜慶補助
三、急難救助
四、不定期員工聚餐
五、教育訓練
六、依法提撥新制退休金
七、休假制度
1.優於勞基法的特休制度:
不須服務滿一年，即可享有特休假
2.其餘休假制度依法令規定
八、定期員工體檢

*僅台灣地區適用，國外地區依各國法令另訂。",人資,無,https://www.104.com.tw/job/6e0si?jobsource=2018indexpoc
社團法人台北市美僑協會,約聘美甲師,提供美甲修整、指甲彩繪、光療指甲等相關服務,"['美容工作者', '整體造型師', '美甲彩繪師']","月薪23,800~50,000元",兼職,台北市中山區北安路47號,無,無,日班/晚班/假日班,依公司規定,不限,1人,['上班族'],2年以上,專科、大學,儀容服務學類,不拘,不拘,不拘,採取按件抽傭。,"◆ 獎金 / 禮品類
1.年終獎金(視公司營運狀況)
2.中秋，端午禮金
3.生日禮品
◆ 保險類
1.員工團保
2.眷屬團保
3.意外險
4.職災保險
◆ 休閒類
1.國內旅遊
◆ 制度類
1.員工制服
2.提供員工餐
3.介紹獎金
4.完整的教育訓練
◆ 設備類
1.員工餐廳
◆ 請 / 休假制度
1.特休假
2.員工旅遊假
3.全年115/116天休假(依政府當年度公告，含12天國定假日)
4.陪產/產檢假
5.家庭照顧假
6.女性同仁生理假
◆ 其他
1.員工購物優惠
2.健康檢查
◆ 補助類
1.旅遊補助",廖小姐,無,https://www.104.com.tw/job/4djq8?jobsource=2018indexpoc
社團法人臺南市社區照顧協會,居家服務督導員,"<有長照服務經驗者尤佳>
1.居家服務個案訪視、派案、簽約，照顧計劃管理
2.訪視記錄、系統登錄、核銷協助
3.居家服務品質追蹤.
4.主管交辦事項、相關行政事務
5.有長照服務經驗者尤佳
6.服務區域:柳營區、下營區、白河區",['居家服務督導員'],"月薪30,000~33,000元",全職,台南市新營區東興路201號,管理13人以上,無需出差外派,日班,週休二日,不限,1~2人,"['上班族', '二度就業', '中壯齡', '中高齡']",1年以上,專科以上,社會學相關、護理助產相關、其他醫藥衛生相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Windows 7、Excel、Internet Explorer、PowerPoint、Word,文件收發與檔案管理、文書處理╱排版能力、行政事務處理、文件或資料輸入建檔處理,無,"◆ 保險類
1.勞保、勞退、健保
2.職災保險
3.團體意外保險
◆ 休閒類
1.國內旅遊（可攜眷屬)
2.員工聚餐
◆ 制度類
1.長照專業人員在職教育訓練
2.居家服務在職訓練（免費）
3.補助員工專業考照
◆ 請/休假制度
1.週休二日
2.特休/年假
◆ 獎金福利
1.婚喪禮金
2.住院慰問金
3.生日禮金
4.佳節禮品
5.員工制服
6.年度健康檢查
7.專業證照加給
8.開案獎金／推薦獎金",社團法人臺南市社區照顧協會,tainan.thc@msa.hinet.net,https://www.104.com.tw/job/6hhyw?jobsource=2018indexpoc
空中英語教室_財團法人台北市基督教救世傳播協會,嘉義分社  教學服務專員,"客戶拜訪
新客戶開發
收款
送書
各類售後服務工作",['國內業務人員'],"月薪30,000~37,000元",全職,嘉義市國揚ㄧ街80號,不需負擔管理責任,無需出差外派,日班,依公司規定,兩週內,1人,['上班族'],2年以上,專科、大學、碩士,商業及管理學科類、語文及人文學科類,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel、Outlook、PowerPoint、Word,不拘,"電腦知識優
具汽機車駕照對數字敏銳
不排斥基督信仰","◆ 獎金 / 禮品類
1.年終獎金
2.生日禮金/禮品
◆ 保險類
1.勞保
2.健保
3.員工團保
4.意外險
◆ 休閒類
1.國內旅遊
2.部門聚餐
3.慶生會
4.社團活動
◆ 請 / 休假制度
1.週休二日
2.特休/年假
3.陪產假
4.支薪病假
5.特別假
◆ 補助類
1.結婚禮金
2.喪葬慰問金
3.年幼子女教育補助津貼",蕭小姐,無,https://www.104.com.tw/job/4j06r?jobsource=2018indexpoc
臺中市好伴照顧協會,居家服務員-全(大肚、西屯、烏日),"證照：須具備90小時以上照服訓練，護理人員免。
1. 身體照顧：
協助如廁、沐浴、穿換衣服、進食、服藥、翻身拍背、簡易被動式肢體關節活動、
上下床、陪同運動、協助使用日常生活輔助器具其他服務。
2.家務服務：
換洗衣物之洗濯、修補、居家環境改善及家務服務。 
3.日常生活照顧服務：
餐飲服務(限服務個案個人膳食)、陪同或代購生活必須用品、陪同就醫、其他相關之居家服務。",['照顧服務員'],"月薪28,000~34,000元",全職,台中市大肚區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,[],不拘,不拘,不拘,不拘,不拘,不拘,需具有照服訓練90小時以上或單一及證照。護理人員則免。,我們找的不是員工，是一起打拼的夥伴，目前還沒有明確的項目，也許您可以來幫我們一起規劃？,黃鈺婷,a8935010@gmail.com,https://www.104.com.tw/job/6jjpu?jobsource=2018indexpoc
中華民國長期照護推廣協會附設私立不老居家長照機構,全職物理治療職能治療師,"聘任多位 PT OT ST 居家協助長輩復能
服務區域: 新莊，三重，蘆洲，板橋，中永和 
鄰居住家附近個案，方便工作","['職能治療師', '物理治療師']","月薪45,000元以上",全職,新北市新莊區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,[],不拘,不拘,不拘,不拘,不拘,不拘,無,"1.三節獎金
2.生日禮金
3.員工旅遊
4.員工聚餐
5.重視員工教育訓練
6.人性化的工作環境
7.員工入股機制",陳先生,無,https://www.104.com.tw/job/6woq5?jobsource=2018indexpoc
臺北市政府社會局委託臺北市嬰幼兒托育協會經營管理臺北市洲美社區公共托育家園,保母※福利佳,"1.準備嬰幼兒餐點
2.嬰幼兒生活照顧
3.嬰幼兒生活自理協助
4.支持嬰幼兒自主探索於旁觀察記錄協助
5.規劃適齡適性活動
6.托育人員的行政事務。
*愛孩子，無經驗可，歡迎社會新鮮人
*考績獎金
*生日禮金
*三節禮金
*全勤獎金
*有制服
*供午餐
*聯誼活動","['護理師及護士', '托育人員', '教保員']","月薪30,000~33,000元",全職,台北市北投區福美路221號,管理4人以下,無需出差外派,日班，需輪班,週休二日,不限,1~2人,"['上班族', '應屆畢業生', '原住民', '二度就業', '中壯齡', '中高齡']",不拘,高中、專科、大學,綜合家政相關、兒童保育相關、學前教育相關,不拘,不拘,不拘,若非幼保、家政、護理相關科系者，需取得保母證照(需兼任廚工),"福利制度大部份比照勞動基準法，部份優之：
1.	高於托嬰評鑑標準規定之起薪，每月視個別表現發給考績獎金；年中、年終考核獎金（含年終獎金一個月起）
2.	員工聚餐、自強活動（例如：聯誼、旅遊補助）、生日禮金、三節禮金
3.	專業成長：每年自辦研習，鼓勵進修成長，擢升優秀人才晉升為主管或督導幹部。
4.	溫馨、友善的工作環境",謝小姐,icdc201804@gmail.com,https://www.104.com.tw/job/6woe9?jobsource=2018indexpoc
台灣身心障礙人福利促進協會,電子銲接人員,"派駐國防部軍備局生產製造中心第二0二廠：
應徵者須有能力：
1.使用手工具剝線箝執行絕緣電線、電纜芯線絕緣皮分離。
2.執行基本電路板銲接作業。
3.辨別基本電子元件。
應徵者先寄履歷，二周內通知面試",['生產技術／製程工程師'],"月薪30,000元",全職,台北市南港區昆陽街165號,不需負擔管理責任,無需出差外派,日班,依公司規定,兩週內,8~10人,"['上班族', '應屆畢業生', '夜間就讀中', '原住民', '二度就業', '中壯齡', '中高齡', '高齡', '歡迎身心障礙人士，需附身心障礙證明']",不拘,高中以上,不拘,不拘,不拘,不拘,無,面議,劉展瑞,無,https://www.104.com.tw/job/6w6gi?jobsource=2018indexpoc
臺北市政府社會局委託臺北市嬰幼兒托育協會經營管理臺北市洲美社區公共托育家園,托育人員※福利佳,"1.準備嬰幼兒餐點
2.嬰幼兒生活照顧
3.嬰幼兒生活自理協助
4.支持嬰幼兒自主探索於旁觀察記錄協助
5.規劃適齡適性活動
6.托育人員的行政事務。
*愛孩子，無經驗可，歡迎社會新鮮人
*考績獎金
*生日禮金
*三節禮金
*全勤獎金
*有制服
*供午餐
*聯誼活動","['護理師及護士', '托育人員', '教保員']","月薪30,000~35,000元",全職,台北市北投區福美路221號,不需負擔管理責任,無需出差外派,日班，8：00-17：00,週休二日,不限,1~2人,"['上班族', '應屆畢業生', '原住民', '二度就業', '中壯齡', '中高齡']",不拘,高中、專科、大學,綜合家政相關、兒童保育相關、學前教育相關,不拘,不拘,不拘,若非幼保、家政、護理相關科系者，取得保母證照亦可,"福利制度大部份比照勞動基準法，部份優之：
1.	高於托嬰評鑑標準規定之起薪，每月視個別表現發給考績獎金；年中、年終考核獎金（含年終獎金一個月起）
2.	員工聚餐、自強活動（例如：聯誼、旅遊補助）、生日禮金、三節禮金
3.	專業成長：每年自辦研習，鼓勵進修成長，擢升優秀人才晉升為主管或督導幹部。
4.	溫馨、友善的工作環境",謝小姐,icdc201804@gmail.com,https://www.104.com.tw/job/6ojkr?jobsource=2018indexpoc
社團法人臺南市社區照顧協會,社工,"<有長照服務經驗者尤佳>
1.居家服務個案訪視、派案、簽約，照顧計劃管理
2.訪視記錄、系統登錄、核銷協助
3.居家服務品質追蹤
4.主管交辦事項、相關行政事務
5.有長照服務經驗者尤佳","['居家服務督導員', '社工人員']","月薪30,000~33,000元",全職,台南市新營區東興路201號,管理13人以上,無需出差外派,日班,週休二日,不限,1~2人,"['上班族', '二度就業', '中壯齡', '中高齡']",1年以上,專科以上,社會學相關、護理助產相關、其他醫藥衛生相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Windows 7、Excel、Internet Explorer、PowerPoint、Word,文件收發與檔案管理、文書處理╱排版能力、行政事務處理、文件或資料輸入建檔處理,無,"◆ 保險類
1.勞保、勞退、健保
2.職災保險
3.團體意外保險
◆ 休閒類
1.國內旅遊（可攜眷屬)
2.員工聚餐
◆ 制度類
1.長照專業人員在職教育訓練
2.居家服務在職訓練（免費）
3.補助員工專業考照
◆ 請/休假制度
1.週休二日
2.特休/年假
◆ 獎金福利
1.婚喪禮金
2.住院慰問金
3.生日禮金
4.佳節禮品
5.員工制服
6.年度健康檢查
7.專業證照加給
8.開案獎金／推薦獎金",社團法人臺南市社區照顧協會,tainan.thc@msa.hinet.net,https://www.104.com.tw/job/6olej?jobsource=2018indexpoc
中華民國長期照護推廣協會附設私立不老居家長照機構,行政社工,"工作內容:
1.電話和家訪推廣諮詢長照2.0資源服務
2.統整病歷資料
3.申報核銷

以上專人輔導

需有交通工具 機車佳",['社工人員'],"月薪30,000元以上",全職,新北市新莊區副都心站旁走路三分鐘,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,"['上班族', '應屆畢業生']",2年以上,高中以下、高中、專科、大學,不拘,中文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,中文打字100~125,不拘,無,"1.三節獎金
2.生日禮金
3.員工旅遊
4.員工聚餐
5.重視員工教育訓練
6.人性化的工作環境
7.員工入股機制",王先生,0965408849,https://www.104.com.tw/job/6vgsk?jobsource=2018indexpoc
中華兩岸連鎖經營協會,(高薪)文案企劃主管,"據說，公司裡的鄙視鏈是這樣的：
做企劃的鄙視寫文案的，做客戶的鄙視寫文案的，做設計的鄙視寫文案的，做業務的鄙視寫文案的，做財務的鄙視寫文案的，做前臺的鄙視寫文案的，做保潔的鄙視寫文案的……

為什麼呢？
因為大家認為文案就是一門沒有任何專業的手藝，只要你認得幾個字，就能寫文案。
但~往往，越是看起來簡單的事情，想做好就會越難。

月薪2.8萬的文案易做，月薪10萬的文案難尋!
在我們這裡，全公司都尊敬與推崇會寫文案的人
我們老闆，最重視有文案力的人

同樣是寫幾個字，月薪2.8萬與月薪10萬的文案區別在哪呢？
等你來告訴我","['廣告企劃主管', '行銷企劃主管']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,台北市大安區敦化南路二段97號28樓,管理人數未定,需出差，一年累積時間未定,日班,依公司規定,不限,1~2人,"['上班族', '原住民', '二度就業']",5年以上,大學以上,不拘,不拘,不拘,不拘,無,"◆ 保險類
	1.勞保
	2.健保
國定假日",周先生,無,https://www.104.com.tw/job/66w6p?jobsource=2018indexpoc
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家式服務類長期照顧服務機構,小夜護士,"1.提供基本的病患基礎醫藥照顧， 如：包紮傷口、換藥等。 
2.進行靜脈注射、肌肉注射、打點滴，觀察記錄患者給藥之後的狀況並加以回報。 
3.觀察、記錄並回報病人在接受醫療後狀態的改變，特別是一些不尋常的症狀反應，必要時採取救護措施。 

【本機構護理人員僅擔任護理工作職責】 
比照一般醫院工作模式與薪資獎金等計算 
非一般養護機構需兼做看護工作 
歡迎護理人員踴躍前來應徵",['護理師及護士'],"月薪32,000~37,000元",全職,高雄市前鎮區和平二路207號9樓,不需負擔管理責任,無需出差外派,晚班/假日班，15:30-24:00，需輪班,依公司規定,不限,1人,"['上班族', '原住民', '中壯齡', '中高齡']",不拘,專科、大學,護理助產相關、公共衛生相關,台語 -- 略懂,中文打字20~50,日常生活及身體照顧,具護理師執照,面洽,蘇主任,07-7138476 或 0909669877,https://www.104.com.tw/job/6hw3l?jobsource=2018indexpoc
BSI_香港商英國標準協會太平洋有限公司台灣分公司,客服行政人員(約聘),"1.系統部分資料key in/IRCA檔案檢查及歸檔/證書裝框及郵寄。
2.
-   禮品申請單整理&建檔
-   禮品整理
-   brochure整理
-   A7簽到表單key in
-   APP文章上架
-   系統leads key in
-   問卷key in
-   活動協助，例如：製作地址條、印製裁切DM
3.文件掃描與歸檔
4.差旅費資料輸入
5.總務離開座位，負責接聽電話與門廳接待。
6.其他經主管交付辦理事項。",['行政人員'],"月薪23,800~26,000元",兼職 - 長期工讀,台北市內湖區基湖路37號2樓,無,無,日班,依公司規定,不限,1人,"['上班族', '日間就讀中', '夜間就讀中', '學生實習']",不拘,專科、大學、碩士,不拘,不拘,不拘,不拘,"1.此為長期職缺。
2. 歡迎夜校生。
3.一星期需來五個整天。","● 獎金/禮品類
1.依據營運績效發放年終獎金
2.端午/中秋節禮品
3.生日禮金
4.年度旅遊補助
5.結婚/生育/住院/喪葬互助金
6.幸福好孕袋

●保險類
1.勞保
2.健保
3.團保(員工本人由公司全額負擔費用)
4.職災保險
5.退休金提撥

●休閒類
1.不定期舉辦員工旅遊
2.不定期午茶點心
3.每月慶生會
4.每天供應美式咖啡、茶包
5.企業按摩師服務

●請/休假制度
1.週休二日
2.挪移假(優於法令)
3.陪產假
4.家庭照顧假
5.女性同仁生理假
6.育嬰假",蔡小姐,無,https://www.104.com.tw/job/4i8dy?jobsource=2018indexpoc
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家式服務類長期照顧服務機構,日班護理師,"1.提供基本的病患基礎醫藥照顧， 如：包紮傷口、換藥等。 
2.測量並且記錄病患的生理狀態、進食量、排便狀況等。 
3.進行靜脈注射、肌肉注射、打點滴，觀察記錄患者給藥之後的狀況並加以回報。 
4.觀察、記錄並回報病人在接受醫療後狀態的改變，特別是一些不尋常的症狀反應，必要時採取救護措施。 
5.接聽病患求助電話，並且提供協助。",['護理師及護士'],"月薪30,000~31,000元",全職,高雄市前鎮區和平二路207號9樓,管理5-8人,無需出差外派,日班，8am-5pm，需輪班,依公司規定,一個月內,1~2人,"['上班族', '應屆畢業生', '二度就業', '中壯齡', '中高齡', '高齡']",不拘,專科、大學,護理助產相關,不拘,Excel、PowerPoint、Word,文書處理╱排版能力,無,面洽,蘇小姐,07-7138476 或 0909669877,https://www.104.com.tw/job/6hw3b?jobsource=2018indexpoc
社團法人臺南市社區照顧協會,照顧服務員,"1. 依照班表執行各項居家服務項目
2. 照顧服務之確實記錄
3. 社工人員、居服督導員之交辦事項
4. 可服務地區：新營區、白河區、東山區、柳營區、後壁區、鹽水區",['照顧服務員'],"論件計酬23,100~45,800元",全職,台南市新營區東興路201號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1~4人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '二度就業', '中壯齡', '中高齡']",不拘,不拘,不拘,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,不拘,日常生活及身體照顧、協助家務處理,"照顧服務員應具下列資格之一：
一、領有照顧服務員訓練結業證明書。 
二、照顧服務員職類技術士證者佳（丙照）。 
三、高中（職）以上學校護理、照顧相關科（組）畢業。","◆ 保險類
1.勞保、勞退、健保
2.職災保險
3.團體意外保險
◆ 休閒類
1.國內旅遊（可攜眷屬)
2.員工聚餐
◆ 制度類
1.長照專業人員在職教育訓練
2.居家服務在職訓練（免費）
3.補助員工專業考照
◆ 請/休假制度
1.週休二日
2.特休/年假
◆ 獎金福利
1.婚喪禮金
2.住院慰問金
3.生日禮金
4.佳節禮品
5.員工制服
6.年度健康檢查
7.專業證照加給
8.開案獎金／推薦獎金",社團法人臺南市社區照顧協會,tainan.thc@msa.hinet.net,https://www.104.com.tw/job/6hi15?jobsource=2018indexpoc
社團法人臺南市社區照顧協會,個案管理員,"1.依據長期照顧政策及相關規定，擬定個案照顧計劃
2.溝通協調派案執行單位
3.定期進行服務品質追踨，並視個案需求調整計劃
4.接受長照需要者及其家屬有關服務諮詢或資源轉介
5.處理申訴及陳情案件，並將處理進度及結果回報主管機關
6.協助召開跨單位聯繫會議
7.協助辦理跨單位教育訓練
8.配合業務推展提供主管機關所需之各項報表及服務紀錄登打",['社工人員'],"月薪28,000~33,000元",全職,台南市東山區東河里104號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,"['上班族', '應屆畢業生']",1年以上,專科,不拘,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Windows 7、Excel、Internet Explorer、PowerPoint、Word,文件收發與檔案管理、文書處理╱排版能力、行政事務處理、文件或資料輸入建檔處理,無,"◆ 保險類
1.勞保、勞退、健保
2.職災保險
3.團體意外保險
◆ 休閒類
1.國內旅遊（可攜眷屬)
2.員工聚餐
◆ 制度類
1.長照專業人員在職教育訓練
2.居家服務在職訓練（免費）
3.補助員工專業考照
◆ 請/休假制度
1.週休二日
2.特休/年假
◆ 獎金福利
1.婚喪禮金
2.住院慰問金
3.生日禮金
4.佳節禮品
5.員工制服
6.年度健康檢查
7.專業證照加給
8.開案獎金／推薦獎金",社團法人臺南市社區照顧協會,tainan.thc@msa.hinet.net,https://www.104.com.tw/job/6hi0p?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,臺北市中正區臨托據點(長期托育人員),"（一）擬定托育活動計畫 
（二）實施托育活動。 
（三）規畫托育環境。 
（四）觀察嬰幼兒發展，並針對需輔導個案進行追蹤輔導。 
（五）親職聯繫與溝通事項。 
（六）參與在職進修。 
（七）記錄兒童生活成長與諮詢轉介、生活與活動紀錄。 
（八）維護托育環境整潔與秩序。 
（九）參與輪值及各項中心內活動。 
（十）自製教具、佈置托育環境、宣傳、協助行政作業","['幼教班老師', '教保員', '托育人員']","月薪28,000~33,000元",全職,台北市中正區延平南路207號4樓,不需負擔管理責任,無需出差外派,日班,依公司規定,一週內,1人,['上班族'],不拘,不拘,學前教育相關、兒童保育相關,不拘,Excel、Outlook、PowerPoint、Word,不拘,具有愛心、耐心並能吃苦耐勞者,無,林督導,"baby22082667@gmail.com,regina5522@gmail.com",https://www.104.com.tw/job/6o7m5?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,臺北市內湖區居家托育服務中心(保母社工員),"1.協助托育人員、家長等，連結外界資源 
2.分析個案的需求並長期追蹤管理 
3.執行家庭訪視、電話訪談、個案資料登錄 
4.推動政府的相關服務方案　 
5.辦理親職教育相關活動 
6.提供托育人員管理輔導、情緒支持、服務諮詢、資源的轉介 
7.提升主要照顧者的教養知能與技巧 
8.協助家長申請托育費用補助，並提供幼兒保育諮詢、糾紛輔導。 
9.執行全國保母資訊網之建制作業及定期報表彙報事宜。 
10.辦理居家托育服務中心一般性行政事務。 
12.接受每年至少18小時之研習訓練。","['社工人員', '教保員', '護理師及護士']","月薪30,000~33,000元",全職,台北市內湖區內湖路二段486號1樓，離內湖捷運站1分鐘,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,一週內,1人,"['上班族', '原住民', '二度就業']",不拘,專科以上,學前教育相關、社會學相關、兒童保育相關,台語 -- 中等,Excel、PowerPoint、Word,不拘,"1.需自備機車、駕照
2.活潑喜歡與人互動
3.電腦能力佳者
4.有保母證照者佳",無,林督導,baby22082667@gmail.com,https://www.104.com.tw/job/6o8ip?jobsource=2018indexpoc
BSI_香港商英國標準協會太平洋有限公司台灣分公司,中區業務人員,"本公司具完整之培訓體系，只要有強烈學習意願及學習能力，就是我們要的人才。歡迎勇於接受挑戰、具企圖心，積極、開朗特質的您加入。

在這份工作中，您需要從事：
1.新客戶開發及客戶關係維護。
2.完成業務相關行政流程作業。
3.執行主管交辦事項。

您需要具備的特質及能力：
-具備良好的人際互動溝通與表達能力。
-具獨立開發市場能力
-具業務簡報能力
-具備基本英文書信讀寫能力","['國內業務人員', '國外業務人員']","月薪32,000~40,000元",全職,台北市內湖區採home-based形式上班,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,['上班族'],3年以上,大學、碩士,商業及管理學科類、英美語文相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel、Outlook、PowerPoint、Word,不拘,"一、本職缺亦歡迎對業務有熱忱的「非商學科系」畢業生。
二、業務或業務助理相關經驗三年以上尤佳。","● 獎金/禮品類
1.依據營運績效發放年終獎金
2.端午/中秋節禮品
3.生日禮金
4.年度旅遊補助
5.結婚/生育/住院/喪葬互助金
6.幸福好孕袋

●保險類
1.勞保
2.健保
3.團保(員工本人由公司全額負擔費用)
4.職災保險
5.退休金提撥

●休閒類
1.不定期舉辦員工旅遊
2.不定期午茶點心
3.每月慶生會
4.每天供應美式咖啡、茶包
5.企業按摩師服務

●請/休假制度
1.週休二日
2.挪移假(優於法令)
3.陪產假
4.家庭照顧假
5.女性同仁生理假
6.育嬰假",蔡小姐,無,https://www.104.com.tw/job/6thwp?jobsource=2018indexpoc
