公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰濱院區]資材課-事務員,"1.物料點收/入庫
2.帳務處理
3.物料點交/出貨
4.聯繫廠商
5.單位聯繫溝通
6.盤點，油印表單，5S環境整理
7.拍賣物品整理
8.呆料、不良品處理
9.防疫緊急醫療物資整理","['物管／資材', '總務人員', '行政人員']","月薪23,800元",全職,彰化縣鹿港鎮鹿工路6號  (彰濱工業區),不需負擔管理責任,無需出差外派,日班,週休二日,兩週內,1人,"['上班族', '應屆畢業生', '原住民']",不拘,大學,醫務管理相關、企業管理相關、會計學相關,不拘,不拘,不拘,"1.細心、具溝通能力者佳
2.具電腦操作能力","1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處莊小姐,04-7813888-71530,https://www.104.com.tw/job/4t2wf?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰秀院區]採購處專員,"1.詢議價
2.成本分析
3.專案處理","['醫院行政管理人員', '採購人員', '採購助理']","月薪28,000~35,000元",全職,彰化縣彰化市中山路二段2號6樓,管理人數未定,需出差，一年累積時間未定,日班，08:00~17:30,依公司規定,一個月內,1人,"['上班族', '原住民']",1年以上,專科、大學、碩士,不拘,不拘,Excel、Outlook、PowerPoint、Word,不拘,"1.具強烈企圖心、活潑樂觀開朗、主動積極、高度EQ&AQ 、自我成就驅策、應變機動性、喜好與不同人和環境互動。
2.具邏輯分析、規劃整合、溝通協調、問題分析與解決、創新思考、獨立作業、團隊合作、與人相處、活動主持能力。
3.需國貿採購經驗一年以上","1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處 鄭小姐,無,https://www.104.com.tw/job/5dw4l?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰秀院區]牙科 書記事務員(排班制),"1.掛號、批價、收費、結帳、候診室管理、櫃檯事務
2.協助行政文書及科務政策之執行
3.病歷、檢驗報告收送及檔案管理
4.物料及總務類用品請領與庫存管理
5.牙科門診產值統計表
6.牙科個院區文件物品往來收送寄送
7.單位主管臨時辦業務及配合科內計畫活動事務進行",['櫃檯接待人員'],"月薪23,800~24,000元",全職,彰化縣彰化市中山路一段542號,不需負擔管理責任,無需出差外派,日班/晚班，需輪班,依公司規定,不限,1人,"['上班族', '應屆畢業生', '原住民']",不拘,專科,不拘,不拘,不拘,不拘,"應徵資格：
1.電腦基本操作(例Office...),簡易帳務處理尤佳。
3.對櫃檯及行政文書工作有經驗尤佳。","1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事課鄭小姐,04-7256166-85308,https://www.104.com.tw/job/4z4fi?jobsource=jolist_c_relevance
道周醫療社團法人道周醫院,RCW病房護理長(白班),"1.協助護理長處理護理行政業務。 
2.護理長工出或休假時，代理其職務。 
3.執行護理人員職責。 
4.指導新進人員及評值其學習成效。 
5.指導及考核照顧服務員工作之執行。 
6.協助督導病人安全暨醫療品質管理/儀器設備保養維護。 
7.協助辦理護理人員教育訓練與考核。 
8.協助擬定、執行與分析、檢討及改善單位之年度工作計畫。 
9.協助醫院督考、訪查及評鑑相關業務。 
10.協助預防及處理單位內危機或異常事件，並即時通報。 
11.參加相關會議。 
12.其他上級臨時交辦事項。",['護理師及護士'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣和美鎮和光路180號,管理9-12人,需出差，一年累積時間未定,日班/晚班/大夜班/假日班，需輪班,依公司規定,不限,1人,['上班族'],不拘,高中以上,護理助產相關,不拘,Excel、PowerPoint、Word,不拘,擔任護理長1年以上經驗,"1.適用勞基法
2.享勞、健保
3.年終獎金
4.月休8天",施怡如如,04-7566995-602,https://www.104.com.tw/job/5ekdg?jobsource=jolist_c_relevance
台南YMCA_社團法人台南市基督教青年會,Ycafe'社區整合服務中心-個案管理員[老人照顧服務中心],"工作內容：
(1)社區整合服務中心個案管理、照顧計畫擬定與服務安排
(2)長照諮詢與資源連結
(3)相關行政及核銷作業
(4)其他相關配合計畫之業務",['社工人員'],時薪158~200元,兼職 - 長期工讀,台南市東區林森路2段500號A棟1F,無,無,日班，0830-1830,依公司規定,不限,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '原住民', '二度就業']",不拘,大學,不拘,台語 -- 略懂,不拘,零用金管理、社群媒體經營管理、文書處理軟體操作,"科系要求：長照相關科系畢
專業執照：
1.具長照3年以上經驗者
2.具長照LEVEL 1資格
3.物理治療師
4.職能治療師
5.護理師","福利制度
其 　他：依各單位規定",朱麗蓉主任,chulilong@gmail.com,https://www.104.com.tw/job/6mv7y?jobsource=jolist_c_relevance
光田醫療社團法人光田綜合醫院,兼任交通車司機(通霄院區),負責接送來院民眾、從事庶務工作(院內設施設備維修與管理、報銷品運送)、各項後勤支援,"['行政人員', '運輸交通專業人員', '小客車／計程車及小貨車司機']",時薪158元,兼職 - 長期工讀,苗栗縣通霄鎮中山路88號,無,無,日班，07:00-12:00,依公司規定,不限,1人,"['上班族', '應屆畢業生', '夜間就讀中', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,不拘,不拘,無,"◆獎金類
1.全勤獎金 2.三節獎金3.生日獎金4.年終獎金5.績效獎金6.其他獎金
◆保險/退休金類
1.勞保2.健保3.職災保險4.團保意外險5.勞工退休金
◆休閒類
1.自強活動(運動會、健行、社團活動)2.國內旅遊3.國外旅遊4.春酒
◆制度類
1.員工制服2.伙食津貼3.員工院內外在職教育訓練4.晉升制度5.員工協助方案6.員工學位進修
◆請/休假制度
1.男性員工陪產假2.產假3.育嬰假4.生理假5.特休假6.依勞基法規範之相關假別
◆設備類
1.員工宿舍2.員工上下班交通車3.員工餐廳4.圖書館5.員工停車位或停車補助
◆優惠類
1.健康檢查2.特約商店3.員工及眷屬醫療優待4.院內便利商店優惠
◆補助類
1.結婚禮金2.生育補助3.員工及眷屬喪葬補助4.國內外進修補助5.旅遊補助",陳小姐,hrm.tajia@ktgh.com.tw,https://www.104.com.tw/job/6njbk?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,【台南市立醫院】醫學美容中心-護理美容師,"1.	護膚、換膚等肌膚保養，問題肌膚處理。
2.	協助醫師門診諮詢、雷射光療等儀器操作及跟刀護理作業。
3.	執行注射、給藥、衛教等護理業務。
4.	美容相關諮詢處理。","['護理師及護士', '美容工作者']","月薪23,800~40,000元",全職,台南市東區崇德路670號,不需負擔管理責任,無需出差外派,日班,依公司規定,兩週內,1人,"['上班族', '原住民']",不拘,專科、大學、碩士,護理助產相關、美容美髮相關,不拘,不拘,不拘,無,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人力資源課,無,https://www.104.com.tw/job/63g3x?jobsource=jolist_c_relevance
東元醫療社團法人東元綜合醫院,【醫教組】助理管理師,協助全院各項教育訓練相關業務規劃與推動,['醫院行政管理人員'],"月薪23,800~40,000元",全職,新竹縣竹北市縣政二路69號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,"['上班族', '應屆畢業生']",不拘,大學以上,護理助產相關、醫務管理相關、公共衛生相關,不拘,Excel、Outlook、PowerPoint、Word,不拘,無,"(一)享有勞、健保、退休金、員工健康檢查。
(二)員工及其眷屬享有醫療優待。
(三)設有員工宿舍。
(四)院內外各項在職訓練及學術研討會。
(五)各項節慶活動辦理，如護師節、醫師節、望年會、家庭日….等。
(六)員工旅遊補助。
(七)婚喪賀奠補助。
(八)三節獎金。
(九)生日禮金。
(十)享有本院特約商店之折扣優待
(十一)設有圖書館供書籍之借閱及代購書籍….等。
(十二)在職進修設有公假及公費補助。
(十三)其他福利(適用對象及申請條件依醫院規則)：
1.假日津貼
2.租屋補助
3.大夜包班獎勵
4.簽約金
5.留任獎金
6.揪團獎金
7.推薦獎金
8.人才培育獎金",陳高專,無,https://www.104.com.tw/job/5p099?jobsource=jolist_c_relevance
台中榮總合作醫院_員榮醫療社團法人員榮醫院,員榮醫院/員生醫院-檢查室護理人員,"需具備內視鏡技術證照
檢查室相關工作",['護理師及護士'],"月薪33,000~40,000元",全職,彰化縣員林市中正路201號,不需負擔管理責任,無需出差外派,日班/晚班/假日班，08:00~21:30,依公司規定,一週內,1~2人,"['上班族', '應屆畢業生', '原住民']",1年以上,高中以上,護理助產相關、醫藥衛生學科類,不拘,不拘,不拘,無,"本院提供多樣化福利項目，提升員工對福利的滿意度，讓員工感受到本院的照顧與回饋，打造有感的幸福企業。

一、優渥獎金：
節金：春節、端午、中秋三節節金加禮卷、護師節節金、生日禮卷
獎勵金：年終獎金、績效獎金、臨床員工留任獎勵金、優良員工獎勵金、學術論文獎勵金、職缺推薦奬金

二、員工保險：
提供員工勞工保險、全民健康保險、新舊制退休金提撥勞保、團體保險

三、家庭照顧：
1.員工子女獎助學金
2.托育補助
3.急難救助金
4.住院慰問金
5.喪葬慰問金
6.家庭照顧假7日

四、祝賀：
1.生日禮金
2.結婚禮金
3.生育禮金(一胎三萬元起)

五、醫療福利 :
1.本院員工之配偶、父母、子女均可享有本院的醫療優待
2.定期為員工提供健康檢查

六、員工制服：
提供醫事及行政人員制服、護士服及護士鞋，並提供免費清洗服務。

七、其他福利：
1.提供火車站、兩院交通車服務
2.免費社團活動
3.每年招待員工國內旅遊活動
4.提供優質員工宿舍
5提供.員工優惠而營養的福利餐
6.特約商店
7.年終歲未舉辦大型尾牙聯歡及高檔摸彩活動",柯小姐,無,https://www.104.com.tw/job/5foul?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰秀院區]宿舍-愛心關懷員,"1.新人入宿說明及住宿生活管理 
2.住宿員工關懷訪視及問題反映
3.宿舍業務相關行政工作
4.協辦宿舍專案活動。 
5.主管交辦事項",['其他醫療從業人員'],待遇面議 （經常性薪資達 4 萬元或以上）,兼職,彰化縣彰化市中山路一段542號,無,無,日班/晚班,依公司規定,一週內,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以下、高中,不拘,不拘,不拘,不拘,退休老師尤佳,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處鄭小姐,cbhr@show.org.tw,https://www.104.com.tw/job/6n4p7?jobsource=jolist_c_relevance
社團法人彰化縣自閉症肯納家長協會附設肯納兒烘焙坊,業務行銷人員(彰化縣彰化市),"■定期契約自即日起至109年12月31日
1.規劃及執行每季行銷策略和計畫，並參與行銷展售活動，以提升烘焙坊形象及產品競爭力。
2.店面經營、訂單接洽與生產量控管。
3.客戶關係的維護、業務拓展與拜訪、顧客抱怨及問題反應處理
4.定期與主管做業績、績效檢討，回報進度。
5.完成主管交辦事項。","['國內業務人員', '產品行銷人員', '行銷企劃人員']","月薪32,480元",全職,彰化縣彰化市陳稜路209號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，08:00~17:30，排班制,依公司規定,一個月內,1人,"['上班族', '應屆畢業生']",1年以上,大學,市場行銷相關、企業管理相關,台語 -- 略懂,Excel、PowerPoint、Word,行銷製作物規劃與執行、品牌行銷管理、實體活動規劃與執行、行銷策略擬定、產品開發預算與成本控管、顧客關係管理、市場調查企劃與執行、市場調查資料分析與報告撰寫、廣告企劃案╱文案撰寫,"符合下列資格之一者遴用
1.大學校院企業管理或行銷相關科系所畢業。
2.具備企業管理或行銷相關工作 2 年以上經驗。
*請提供畢業證書或相關工作證明，需審查是否符合資格，若無法提供相關證明文件，則無法安排面試。
*工作證明上需有標註工作職稱、工作內容(需企業管理或行銷相關)、工作年資，以及該公司印章以玆證明。

休假制度：依當月紅字天數排休，週日固定公休",無,蔡小姐,無,https://www.104.com.tw/job/6vtk3?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,彰濱秀傳樂活紓壓俱樂部服務專員,"1.對內外單位行政聯繫與關係溝通
2.協助療程服務
3.協助餐飲服務與準備
4.課程及活動執行協助
5.國內外貴賓接待
6.現場導覽
7.值班及行政庶務","['飯店工作人員', '門市／店員／專櫃人員', '櫃檯接待人員']","月薪25,000~29,000元",全職,彰化縣鹿港鎮,不需負擔管理責任,無需出差外派,日班/晚班/假日班，需輪班,依公司規定,兩週內,1人,['上班族'],1年以上,大學,餐旅服務相關、觀光事務相關、美容美髮相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘,不拘,無,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處 莊小姐,04-7813888-71530,https://www.104.com.tw/job/4s8op?jobsource=jolist_c_relevance
東元醫療社團法人東元綜合醫院,【國際生殖醫學中心】門診助理,"1. 在本中心工作可兼顧工作樂趣及家庭幸福,讓您每日都沉浸在生命喜悅中.
2. 本中心為全國唯一與美國史丹佛大學附設醫院合作,歡迎有理想且熱情上進之朋友加入團隊、共創未來
3.適合護理相關系畢業生
4.工作環境一流、近高鐵、交通便利、生活品質好：免上大夜班、週末半天、週日固定休假。","['護理師及護士', '行政人員']","月薪23,800~28,600元",全職,新竹縣竹北市,不需負擔管理責任,無需出差外派,日班/晚班，08:00-22:00，需輪班,依公司規定,不限,10人,"['上班族', '應屆畢業生']",不拘,專科以上,護理助產相關,不拘,不拘,不拘,"1.大學(專)以上畢業。
2.善於人際關係處理及溝通能力佳，具良好態度及高度親和力及耐心服務民眾。
3.排班制，無經驗可，積極學習者佳。","(一)享有勞、健保、退休金、員工健康檢查。
(二)員工及其眷屬享有醫療優待。
(三)設有員工宿舍。
(四)院內外各項在職訓練及學術研討會。
(五)各項節慶活動辦理，如護師節、醫師節、望年會、家庭日….等。
(六)員工旅遊補助。
(七)婚喪賀奠補助。
(八)三節獎金。
(九)生日禮金。
(十)享有本院特約商店之折扣優待
(十一)設有圖書館供書籍之借閱及代購書籍….等。
(十二)在職進修設有公假及公費補助。
(十三)其他福利(適用對象及申請條件依醫院規則)：
1.假日津貼
2.租屋補助
3.大夜包班獎勵
4.簽約金
5.留任獎金
6.揪團獎金
7.推薦獎金
8.人才培育獎金",沙經理,03-6589090-3105,https://www.104.com.tw/job/4axl1?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰濱院區]社區健康部長照課-研究助理(照顧服務員),"1.規劃每日活動，並帶領長者參與活動
2.整理據點場地
3.中午備餐
4.活動拍照上傳及打卡
5.管理長輩健康，上傳每日遠距血壓站之收據
6.協助身體檢查與評估(含體溫、脈搏、血壓等量測)
7.與計畫相關各項業務
8.主管交辦事項","['行政人員', '醫院行政管理人員']","月薪33,000元",兼職,彰化縣鹿港鎮鹿工路6號  (彰濱工業區),無,無,日班，08:00~17:30,依公司規定,兩週內,1人,"['上班族', '應屆畢業生', '原住民']",不拘,大學,醫務管理相關、社會學相關、護理助產相關,不拘,不拘,不拘,1.聘期至109.12.31日止，能接受者在進行投遞。,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處莊小姐,cbhr@show.org.tw,https://www.104.com.tw/job/6vrca?jobsource=jolist_c_relevance
社團法人中華基督教今日傳媒發展協會,新聞記者(台南),"我們需要的是具有下述專業能力，並且對本工作有高度熱忱之人才，若您符合以下要件，歡迎您主動依本會規定方式應徵---

1.新聞與活動採訪策劃，執行深度報導與採訪 
2.觀察、訪問或調查、蒐集有關基督教教會活動消息，並注意發掘具有新聞價值之新聞
3.撰寫報導，並提交編輯部處理後發表
4.文字撰寫能力強、對新聞工作有熱情，有報紙採訪等相關經驗 
5.具備基本文案提案及攝影能力者 
6.具平面新聞媒體及雜誌出版業採訪記者職務1年以上工作經驗者 
7.錄取後需至台北受訓1~3個月",['記者／採編'],"月薪26,000~36,000元",全職,台南市東區70152台灣台南市東區大同路二段615號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,依公司規定,一個月內,1人,"['上班族', '原住民', '二度就業']",1年以上,專科以上,大眾傳播學科類,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、PowerPoint、Word、中文打字75~100、英文打字20~50、PhotoImpact,不拘,熟悉基督教信仰與教會生態，對福音傳播有負擔者較佳。,"一、保險
1.勞保/健保
2.團體保險:壽險、意外險、醫療險、職業災害
二、婚喪喜慶補助
三、急難救助
四、不定期員工聚餐
五、教育訓練
六、依法提撥新制退休金
七、休假制度
1.優於勞基法的特休制度:
不須服務滿一年，即可享有特休假
2.其餘休假制度依法令規定
八、定期員工體檢

*僅台灣地區適用，國外地區依各國法令另訂。",人資,無,https://www.104.com.tw/job/6e0si?jobsource=jolist_c_relevance
台中榮總合作醫院_員榮醫療社團法人員榮醫院,員榮醫院/員生醫院-門診護理人員,"1.協助醫師看診
2.門診相關作業流程
3.醫療儀器及器械之準備及管理 
4.主管交辦事項",['護理師及護士'],"月薪33,000~36,000元",全職,彰化縣員林市中正路201號,不需負擔管理責任,無需出差外派,日班/晚班/假日班，08:00~21:30，需輪班,依公司規定,一週內,不限,"['上班族', '應屆畢業生', '原住民']",不拘,高中以上,護理助產相關、醫藥衛生學科類,不拘,不拘,不拘,無,"本院提供多樣化福利項目，提升員工對福利的滿意度，讓員工感受到本院的照顧與回饋，打造有感的幸福企業。

一、優渥獎金：
節金：春節、端午、中秋三節節金加禮卷、護師節節金、生日禮卷
獎勵金：年終獎金、績效獎金、臨床員工留任獎勵金、優良員工獎勵金、學術論文獎勵金、職缺推薦奬金

二、員工保險：
提供員工勞工保險、全民健康保險、新舊制退休金提撥勞保、團體保險

三、家庭照顧：
1.員工子女獎助學金
2.托育補助
3.急難救助金
4.住院慰問金
5.喪葬慰問金
6.家庭照顧假7日

四、祝賀：
1.生日禮金
2.結婚禮金
3.生育禮金(一胎三萬元起)

五、醫療福利 :
1.本院員工之配偶、父母、子女均可享有本院的醫療優待
2.定期為員工提供健康檢查

六、員工制服：
提供醫事及行政人員制服、護士服及護士鞋，並提供免費清洗服務。

七、其他福利：
1.提供火車站、兩院交通車服務
2.免費社團活動
3.每年招待員工國內旅遊活動
4.提供優質員工宿舍
5提供.員工優惠而營養的福利餐
6.特約商店
7.年終歲未舉辦大型尾牙聯歡及高檔摸彩活動",柯小姐,無,https://www.104.com.tw/job/2tgc6?jobsource=jolist_c_relevance
台中榮總合作醫院_員榮醫療社團法人員榮醫院,員榮醫院/員生醫院-放射科-醫事放射師,"需要有MRI操作經驗三年以上
有國健局乳攝操作資格者尤佳",['醫事放射師'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣員林市中正路201號,不需負擔管理責任,無需出差外派,日班/晚班，需輪班,依公司規定,不限,1人,['上班族'],不拘,大學,醫學技術及檢驗相關,不拘,不拘,不拘,無,"本院提供多樣化福利項目，提升員工對福利的滿意度，讓員工感受到本院的照顧與回饋，打造有感的幸福企業。

一、優渥獎金：
節金：春節、端午、中秋三節節金加禮卷、護師節節金、生日禮卷
獎勵金：年終獎金、績效獎金、臨床員工留任獎勵金、優良員工獎勵金、學術論文獎勵金、職缺推薦奬金

二、員工保險：
提供員工勞工保險、全民健康保險、新舊制退休金提撥勞保、團體保險

三、家庭照顧：
1.員工子女獎助學金
2.托育補助
3.急難救助金
4.住院慰問金
5.喪葬慰問金
6.家庭照顧假7日

四、祝賀：
1.生日禮金
2.結婚禮金
3.生育禮金(一胎三萬元起)

五、醫療福利 :
1.本院員工之配偶、父母、子女均可享有本院的醫療優待
2.定期為員工提供健康檢查

六、員工制服：
提供醫事及行政人員制服、護士服及護士鞋，並提供免費清洗服務。

七、其他福利：
1.提供火車站、兩院交通車服務
2.免費社團活動
3.每年招待員工國內旅遊活動
4.提供優質員工宿舍
5提供.員工優惠而營養的福利餐
6.特約商店
7.年終歲未舉辦大型尾牙聯歡及高檔摸彩活動",柯小姐,rinoa@yuanrung.com.tw,https://www.104.com.tw/job/4fijw?jobsource=jolist_c_relevance
中英醫療社團法人中英醫院,呼吸治療師,"地區醫院呼吸治療工作涵括(OPD 肺功能.ICU RCC RCW  Ward)
1.需具備有呼吸治療師執照。
2.專科以上護理或呼吸治療相關科系畢業。
3.應屆畢業無經驗可",['呼吸治療師'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,新北市板橋區文化路一段196號,不需負擔管理責任,無需出差外派,日班，需輪班,週休二日,一個月內,1人,"['上班族', '應屆畢業生']",不拘,專科以上,護理助產相關、醫學技術及檢驗相關、其他醫藥衛生相關,不拘,不拘,不拘,"主動積極,虛心學習,配合度佳!","獎金福利：加班費、年節獎金、員工生日禮金、年終獎金
休假福利：隔週休二日、男性員工陪產假、育嬰假、生理假、年假
保險福利：勞保、健保、員工體檢
餐飲福利：誤餐費
衣著福利：員工制服
補助福利：員工結婚補助、生育補助、員工在職教育訓練、員工及眷屬喪葬補助
其他福利：員工團保",護理部郭督導,02-22563584-722,https://www.104.com.tw/job/4we1q?jobsource=jolist_c_relevance
